"AGENCY","YEAR","ORI","STATE","COUNTY","POP","COMPSTAT","COMPSTATDATE","HASCOMPSTAT","YEAR.UNFOUNDED.MURDER","YEAR.UNFOUNDED.RAPE.TOT","YEAR.UNFOUND.AUTO.THFT","YEAR.ACT.NUM.MURDER","YEAR.ACT.NUM.RAPE.TOT","YEAR.ACT.NUM.ASSAULT.TOT","YEAR.ACT.VHC.THFT.TOT","YEAR.ACT.ALL.FIELDS","YEAR.TOT.CLR.MURDER","YEAR.TOT.CLR.RAPE.TOT","YEAR.TOT.CLR.ASSAULT.TOT","YEAR.TOT.CLR.VHC.THFT.TOT","YEAR.TOT.CLR.ALL.FIELDS","SHAREPT2","clearrate","unfoundrapepct","murderclearrate","rapeclearrate","assaultclearrate","unfoundmurderpct","unfoundassaultpct","PART1arrests","PART2arrests","popblackpct","popwhitepct","unfoundautopct","yearssincecompstat","FIPS_PLACE_ID","cdcHomicide","cdcSuicide","cdcUndetermined","cdcUnintentional","haselection","years_since_election","partisantotal","incidentsperpop","autoclearrate","YEAR.ACT.NUM.KILLINGS"
"MESA",1998,"AZ00717","Arizona",7,364588,1,2007,0,3,7,30,11,120,5381,3054,28923,9,23,2623,184,5683,0.742571416861347,0.196487224700066,0.0551181102362205,0.642857142857143,0.191666666666667,0.487455863222449,0.214285714285714,0.0031493145609485,6281,18118,0.0417244176773094,0.911069631218546,0.0122897800776197,-9,446000,534,850,64,2286,0,2,0,0.0796762372870199,0.060248853962017,12
"MESA",1999,"AZ00717","Arizona",7,368537,1,2007,0,2,4,35,9,134,4800,2851,25914,5,22,2348,205,5103,0.745227817745803,0.196920583468395,0.0289855072463768,0.454545454545455,0.164179104477612,0.489166666666667,0.181818181818182,0.00641689091285448,5312,15538,0.0420730885511908,0.909717020218071,0.0175740868366644,-8,446000,318,385,24,1179.6935,0,3,0,0.0706686167196238,0.0719045948789898,10
"MESA",2000,"AZ00717","Arizona",7,396375,1,2007,0,1,6,49,15,120,5167,3430,28870,9,18,2634,211,5461,0.73997641509434,0.189158295808798,0.0476190476190476,0.5625,0.15,0.509773562995936,0.0625,0.00231704962347944,5733,16315,0.0424864896275205,0.908448744519986,0.0202799200228506,-7,446000,251,417,24,1235.3297,1,0,0,0.0731403342794071,0.0615160349854227,18
"MESA",2001,"AZ00717","Arizona",7,410026,1,2007,0,5,2,27,17,106,5252,4558,30820,4,5,2405,244,4956,0.737544036235531,0.16080467229072,0.0185185185185185,0.181818181818182,0.0471698113207547,0.457920792079208,0.227272727272727,0.00246913580246914,5215,14655,0.0430730002390479,0.906175092455303,0.0091304347826087,-6,446000,349,394,40,1363.0869,0,1,0,0.0753757078819392,0.0535322509872751,18
"MESA",2002,"AZ00717","Arizona",7,421547,1,2007,0,4,6,38,22,129,6193,5086,37384,6,14,2791,371,5927,0.757356269805342,0.158543762037235,0.0444444444444444,0.230769230769231,0.108527131782946,0.450670111416115,0.153846153846154,0.00337946572256196,5896,18403,0.0436584557913205,0.904275924689512,0.00973520249221184,-5,446000,315,474,56,1370.299,0,2,0,0.0889841464890036,0.0729453401494298,24
"MESA",2003,"AZ00717","Arizona",7,436569,1,2007,0,2,2,17,14,116,5510,4563,32201,4,15,2983,484,6379,0.761740331491713,0.198099437905655,0.0169491525423729,0.25,0.129310344827586,0.541379310344828,0.125,0.00523560209424084,6555,20957,0.044296632800451,0.902354720241953,0.00544899738448126,-4,446000,332,465,66,1421.814,0,3,0,0.0739951760202854,0.106070567609029,17
"MESA",2004,"AZ00717","Arizona",7,445006,1,2007,0,4,7,22,22,124,5641,3745,29572,10,24,3000,329,6300,0.766268307386787,0.213039361558231,0.0534351145038168,0.384615384615385,0.193548387096774,0.531820599184542,0.153846153846154,0.0054654442877292,6591,21608,0.0452516326437412,0.89999885829109,0.00847233253905216,-3,446000,320,475,51,1526.9046,1,0,0,0.0666732583380898,0.0878504672897196,22
"MESA",2005,"AZ00717","Arizona",7,452340,1,2007,0,3,17,25,29,194,5333,4248,30087,15,27,2770,313,6081,0.74452057538967,0.202113869777645,0.0805687203791469,0.46875,0.139175257731959,0.519407462966435,0.09375,0.0079985119047619,6376,18581,0.0464947467597457,0.896749644114115,0.010482180293501,-2,446000,346,503,92,1785.5099,0,1,0,0.0668766856789141,0.0736817325800377,29
"MESA",2006,"AZ00717","Arizona",7,459705,1,2007,0,3,16,51,26,203,5260,3654,27301,15,58,3311,432,6763,0.783317816627013,0.247719863741255,0.0730593607305936,0.517241379310345,0.285714285714286,0.629467680608365,0.103448275862069,0.021941242097434,6284,22717,0.0480689870473202,0.892843099587379,0.0169491525423729,-1,446000,369,510,85,1927.6913,0,2,0,0.0599297375490804,0.118226600985222,26
"MESA",2007,"AZ00717","Arizona",7,454576,1,2007,1,2,12,40,22,175,6204,2960,26967,18,63,3164,278,7012,0.763403263403263,0.260021507768754,0.0641711229946524,0.75,0.36,0.509993552546744,0.0833333333333333,0.029715358148264,6902,22270,0.0492755494051553,0.889864404329147,0.0192180251822399,0,446000,353,568,74,1800.9644,0,3,0,0.0600669635000528,0.0939189189189189,23
"MESA",2008,"AZ00717","Arizona",7,456821,1,2007,1,6,9,33,16,161,6471,2047,24821,20,45,3252,197,7220,0.75797087024319,0.290882720277185,0.0529411764705882,0.909090909090909,0.279503105590062,0.502549837737599,0.272727272727273,0.0299805126667666,7295,22846,0.0506012164472639,0.887131804007908,0.0252380952380952,1,446000,291,540,58,1717.5101,1,0,0,0.0550718990589312,0.096238397655105,17
"MESA",2009,"AZ00717","Arizona",7,470833,1,2007,1,2,19,43,14,123,6117,1303,22944,12,36,3045,124,6703,0.769328348244091,0.292146094839609,0.133802816901408,0.75,0.292682926829268,0.497793035801864,0.125,0.0253346080305927,6910,23046,0.0518912854472205,0.884865114300533,0.0426157237325496,2,446000,229,524,71,1664.9648,0,1,0,0.0494060526768515,0.0951650038372985,14
"MESA",2010,"AZ00717","Arizona",7,439041,1,2007,1,3,19,40,15,124,5930,1007,21458,12,30,2958,136,6623,0.780392793377698,0.308649454748812,0.132867132867133,0.666666666666667,0.241935483870968,0.498819561551433,0.166666666666667,0.0281874795149131,6765,24040,0.0525901606426691,0.883486695464001,0.0454976303317536,3,446000,238,564,89,1710.298,0,2,0,0.0496787315990989,0.135054617676266,17
"MESA",2011,"AZ00717","Arizona",7,445256,1,2007,1,3,15,38,17,131,5888,941,21651,14,24,3054,140,6934,0.764696152701049,0.320262343540714,0.102739726027397,0.7,0.183206106870229,0.518682065217391,0.15,0.0274198876775686,7113,23116,0.0610192151265246,0.865517111291871,0.0494949494949495,4,446000,214,621,83,1767.9948,0,3,0,0.0493424007761827,0.148777895855473,18
"MESA",2013,"AZ00717","Arizona",7,456155,1,2007,1,2,15,35,22,203,5990,952,19612,19,39,3162,126,7194,0.760313129344507,0.366816234958189,0.0688073394495413,0.791666666666667,0.192118226600985,0.52787979966611,0.0833333333333333,0.0170659665244503,7379,23407,0.0632832348740296,0.860021668688347,0.0460921843687375,6,446000,220,629,139,1799.9341,0,4,0,0.0434983722638138,0.132352941176471,25
"PHOENIX",1990,"AZ00723","Arizona",7,983403,1,2012,0,5,118,505,128,512,20802,17520,119946,96,239,9601,1855,27261,0.620136652984983,0.227277274773648,0.187301587301587,0.721804511278195,0.466796875,0.461542159407749,0.037593984962406,0.0331846068042387,30911,50463,0.0363780215162488,0.925219803128059,0.0368334249587686,-22,455000,184,386,11,800,0,1,0,0.125001652425303,0.10587899543379,135
"PHOENIX",1991,"AZ00723","Arizona",7,995895,1,2012,0,10,151,527,128,480,21476,16605,113706,99,229,10513,1908,26732,0.621945870636497,0.235097532232248,0.239302694136292,0.717391304347826,0.477083333333333,0.489523188675731,0.072463768115942,0.0450442438525501,29306,48212,0.0374935345386424,0.922667395741735,0.0432703387877391,-21,455000,210,344,15,697,1,0,0,0.117290477409767,0.114905149051491,140
"PHOENIX",1993,"AZ00723","Arizona",7,1039369,1,2012,0,10,123,551,158,444,21978,15566,110591,111,128,11974,1409,25935,0.645464101498521,0.234512754202422,0.216931216931217,0.660714285714286,0.288288288288288,0.544817544817545,0.0595238095238095,0.0790311766677841,29006,52808,0.0385137737760728,0.919117176571889,0.0481257261664526,-19,455000,223,400,15,769,0,2,0,0.109944591381887,0.090517795194655,167
"PHOENIX",1994,"AZ00723","Arizona",7,1076108,1,2012,0,7,104,595,231,438,24492,20664,125121,137,114,11580,2064,27134,0.62814834807572,0.216862077508971,0.191881918819188,0.57563025210084,0.26027397260274,0.47280744732974,0.0294117647058824,0.0471151227483173,30310,51201,0.0393796923753181,0.917329755381372,0.0395537996746456,-18,455000,292,394,20,878,1,0,0,0.119250112442246,0.099883855981417,236
"PHOENIX",1995,"AZ00723","Arizona",7,1085706,1,2012,0,21,86,524,214,411,26992,23161,137854,113,100,11156,2596,28187,0.639155985895785,0.204469946465101,0.173038229376258,0.480851063829787,0.24330900243309,0.413307646710136,0.0893617021276596,0.0189365027441573,32236,57099,0.040072235096604,0.915535202870622,0.0341937367082273,-17,455000,670,870,22,1878,1,0,0,0.129174933177122,0.11208497042442,222
"PHOENIX",1996,"AZ00723","Arizona",7,1139793,1,2012,0,12,45,638,186,460,24246,18096,126874,105,110,10763,2126,26786,0.649171746392534,0.211122846288444,0.0891089108910891,0.53030303030303,0.239130434782609,0.443908273529654,0.0606060606060606,0.0130663084625717,30561,56550,0.0407672290625724,0.913752766290873,0.0505273099323154,-16,455000,520,800,46,2072,0,1,0,0.113466217111353,0.117484526967286,191
"PHOENIX",1997,"AZ00723","Arizona",7,1172538,1,2012,0,12,25,489,175,428,24554,19619,131168,84,107,11796,2300,27356,0.660360919615338,0.208556965113442,0.0551876379690949,0.449197860962567,0.25,0.480410523743586,0.0641711229946524,0.0147265358532964,31186,60635,0.0411995113028158,0.912402063594092,0.0369152226203917,-15,455000,520,820,64,2192,0,2,0,0.113531501750903,0.117233294255569,180
"PHOENIX",1998,"AZ00723","Arizona",7,1225692,1,2012,0,13,6,713,185,346,24015,17843,122846,72,61,11359,2478,26557,0.665454943611081,0.216181235042248,0.0170454545454545,0.363636363636364,0.176300578034682,0.47299604413908,0.0656565656565657,0.00952734471665429,30554,60776,0.0417244176773094,0.911069631218546,0.0585659262385902,-14,455000,534,850,64,2286,0,3,0,0.101903251387787,0.138877991369164,188
"PHOENIX",1999,"AZ00723","Arizona",7,1225881,1,2012,0,18,5,714,214,400,21365,17959,110245,104,104,10223,1916,23268,0.676947498383209,0.211057190802304,0.0123456790123457,0.448275862068966,0.26,0.478492862157735,0.0775862068965517,0.00932022628211073,27474,57571,0.0420730885511908,0.909717020218071,0.0581602685126914,-13,455000,318,385,24,1179.6935,1,0,0,0.0915251969807836,0.10668745475806,219
"PHOENIX",2000,"AZ00723","Arizona",7,1321045,1,2012,0,18,8,665,152,422,20428,19466,112510,80,90,9290,2094,21269,0.678050784563189,0.189040974135632,0.0186046511627907,0.470588235294118,0.213270142180095,0.454767965537498,0.105882352941176,0.00399804973183813,24293,51163,0.0424864896275205,0.908448744519986,0.0521497784486536,-12,455000,251,417,24,1235.3297,0,1,0,0.0863785866492057,0.107572177129354,153
"PHOENIX",2001,"AZ00723","Arizona",7,1366542,1,2012,0,27,13,399,209,400,20800,22580,120484,93,114,8367,2143,20426,0.720836889268189,0.169532884034395,0.0314769975786925,0.394067796610169,0.285,0.402259615384615,0.114406779661017,0.00411759073063296,20935,54057,0.0430730002390479,0.906175092455303,0.0254639620198533,-11,455000,349,394,40,1363.0869,0,2,0,0.0888995727902984,0.0949069973427812,212
"PHOENIX",2002,"AZ00723","Arizona",7,1404938,1,2012,0,24,1,446,177,410,19859,25624,124223,81,90,8092,2543,20508,0.733080561508515,0.165090200687473,0.0024330900243309,0.402985074626866,0.219512195121951,0.407472682410998,0.119402985074627,0.0058072590738423,21049,57810,0.0436584557913205,0.904275924689512,0.026924391447993,-10,455000,315,474,56,1370.299,0,3,0,0.0893064320276055,0.0992428972837964,186
"PHOENIX",2003,"AZ00723","Arizona",7,1403228,1,2012,0,10,7,337,241,526,18711,25651,120983,99,139,8030,2584,20469,0.735511618949801,0.169189059619947,0.0131332082551595,0.394422310756972,0.26425855513308,0.429159318048207,0.0398406374501992,0.00721600254682443,20601,57289,0.044296632800451,0.902354720241953,0.0204681712299996,-9,455000,332,465,66,1421.814,1,0,0,0.087007243299022,0.100736813379595,247
"PHOENIX",2004,"AZ00723","Arizona",7,1428973,1,2012,0,21,10,282,202,490,17754,24869,116584,68,76,7046,2128,18001,0.734015640851129,0.154403691758732,0.02,0.304932735426009,0.155102040816327,0.396868311366453,0.0941704035874439,0.00832262749259901,20713,57160,0.0452516326437412,0.89999885829109,0.0169190022532316,-8,455000,320,475,51,1526.9046,0,1,0,0.0822506793340392,0.0855683783023041,211
"PHOENIX",2005,"AZ00723","Arizona",7,1466296,1,2012,0,14,9,272,220,533,18982,24536,117304,90,125,8140,2361,20181,0.73660621761658,0.172040169133192,0.0166051660516605,0.384615384615385,0.234521575984991,0.428827310083237,0.0598290598290598,0.00794397407755827,20334,56866,0.0464947467597457,0.896749644114115,0.0169871794871795,-7,455000,346,503,92,1785.5099,0,2,0,0.08061059976976,0.0962259537006847,224
"PHOENIX",2006,"AZ00723","Arizona",7,1517443,1,2012,0,18,9,289,235,550,20438,24089,115639,93,110,8746,2000,18640,0.753300782556351,0.161191293594722,0.0161001788908766,0.367588932806324,0.2,0.427928368724924,0.0711462450592885,0.00901861908456168,18442,56313,0.0480689870473202,0.892843099587379,0.0194969065450993,-6,455000,369,510,85,1927.6913,0,3,0,0.0768338580098231,0.0830254472995973,238
"PHOENIX",2007,"AZ00723","Arizona",7,1541698,1,2012,0,22,13,224,212,509,19465,20859,114962,100,104,7972,1651,18654,0.76196941117105,0.162262312764218,0.024904214559387,0.427350427350427,0.204322200392927,0.409555612638068,0.094017094017094,0.00627935470696345,19812,63421,0.0492755494051553,0.889864404329147,0.0180303172959232,-5,455000,353,568,74,1800.9644,1,0,0,0.075045177460177,0.0791504866005082,221
"PHOENIX",2008,"AZ00723","Arizona",7,1585838,1,2012,0,21,11,197,167,481,18493,15221,106657,85,100,8068,985,19222,0.754652406417112,0.180222582671555,0.0223577235772358,0.452127659574468,0.207900207900208,0.43627318444817,0.111702127659574,0.00740700982233911,20646,63504,0.0506012164472639,0.887131804007908,0.0227914740626605,-4,455000,291,540,58,1717.5101,0,1,0,0.0677074203039655,0.0647132251494646,169
"PHOENIX",2009,"AZ00723","Arizona",7,1597397,1,2012,0,22,11,186,122,522,17746,9693,87766,77,132,7797,669,19187,0.744468468872184,0.218615409156165,0.0206378986866792,0.534722222222222,0.252873563218391,0.43936661782937,0.152777777777778,0.00381722240934097,22809,66452,0.0518912854472205,0.884865114300533,0.0335028417588992,-3,455000,229,524,71,1664.9648,0,2,0,0.0553444134426195,0.0690188796038378,124
"PHOENIX",2010,"AZ00723","Arizona",7,1445632,1,2012,0,23,12,110,116,522,17004,7777,82309,84,115,7095,454,17140,0.739536501475002,0.208239682173274,0.0224719101123595,0.60431654676259,0.220306513409962,0.417254763585039,0.165467625899281,0.0056140350877193,20219,57408,0.0525901606426691,0.883486695464001,0.0233580308928796,-2,455000,238,564,89,1710.298,0,3,0,0.0572946642022313,0.0583772662980584,118
"PHOENIX",2011,"AZ00723","Arizona",7,1466097,1,2012,0,17,6,74,116,559,16652,7555,85134,83,121,6877,401,16955,0.730305888694246,0.199156623675617,0.0106194690265487,0.62406015037594,0.216457960644007,0.412983425414365,0.12781954887218,0.00442424967117063,20014,54196,0.0610192151265246,0.865517111291871,0.0166601587921385,-1,455000,214,621,83,1767.9948,1,0,0,0.0583051462488498,0.0530774321641297,120
"PHOENIX",2013,"AZ00723","Arizona",7,1502139,1,2012,1,36,14,80,118,635,19255,6355,83332,110,125,7795,490,18791,0.717705244709074,0.225495607929727,0.0215716486902928,0.714285714285714,0.196850393700787,0.404829914307972,0.233766233766234,0.00300315849427847,23516,59787,0.0632832348740296,0.860021668688347,0.0179261319734199,1,455000,220,629,139,1799.9341,0,1,0,0.0556992395510668,0.0771046420141621,124
"TUCSON",1990,"AZ01003","Arizona",10,405390,1,2002,0,0,53,33,30,290,10940,2468,56643,23,116,6416,407,15152,0.664982972596165,0.26749995586392,0.154518950437318,0.766666666666667,0.4,0.586471663619744,0,0.00318906605922551,14658,29095,0.0330151724467888,0.91219178164116,0.0237341772151899,-12,477000,50,119,NA,267,0,1,1,0.140425269493574,0.164910858995138,33
"TUCSON",1991,"AZ01003","Arizona",10,414766,1,2002,0,1,50,28,24,332,11125,3469,51615,16,99,6187,456,14213,0.653064704735919,0.275365688268914,0.130890052356021,0.64,0.298192771084337,0.556134831460674,0.04,0.00268937696100403,14241,26807,0.0338313624482027,0.91005173481531,0.0164445704564786,-11,477000,44,124,10,242,1,0,1,0.124998191751494,0.131449985586624,26
"TUCSON",1993,"AZ01003","Arizona",10,426344,1,2002,0,2,12,24,44,314,11572,5143,57406,38,65,5992,426,12444,0.741922290388548,0.216771766017489,0.0368098159509202,0.826086956521739,0.207006369426752,0.517801590044936,0.0434782608695652,0.00241379310344828,12620,36280,0.0343775274528278,0.907458052968463,0.00618357487922705,-9,477000,64,131,13,297,0,2,1,0.134919220160246,0.0828310324713202,44
"TUCSON",1994,"AZ01003","Arizona",10,441402,1,2002,0,1,30,34,37,289,12173,6797,62722,26,47,6288,489,12431,0.754194503492256,0.198192021938076,0.0940438871473354,0.684210526315789,0.162629757785467,0.516553027191325,0.0263157894736842,0.00155839895013123,12951,39737,0.0349168983991668,0.906397964332879,0.00701241782322863,-8,477000,58,152,21,310,0,3,1,0.142400804708633,0.0719435044872738,37
"TUCSON",1995,"AZ01003","Arizona",10,449981,1,2002,0,2,16,20,65,292,13006,6049,63835,36,47,6763,466,12958,0.756141931754425,0.2029920889794,0.051948051948052,0.537313432835821,0.160958904109589,0.519990773489159,0.0298507462686567,0.00184190330007675,14343,44474,0.035348315308795,0.905142070157717,0.00444371296905859,-7,477000,194,270,28,690,1,0,1,0.142065998342152,0.0770375268639445,66
"TUCSON",1996,"AZ01003","Arizona",10,472385,1,2002,0,5,18,21,46,282,13186,6016,55989,26,60,6015,415,12032,0.758107769871634,0.214899355230492,0.06,0.509803921568627,0.212765957446809,0.456165630213863,0.0980392156862745,0.0011362775547307,13530,42404,0.0356673918730102,0.90413367615815,0.00479735318444996,-6,477000,160,246,20,676,0,1,1,0.118704023201414,0.0689827127659575,47
"TUCSON",1997,"AZ01003","Arizona",10,485933,1,2002,0,6,16,18,50,291,12906,6819,58007,47,70,6069,524,12106,0.751891103548858,0.208698950126709,0.0521172638436482,0.839285714285714,0.240549828178694,0.47024639702464,0.107142857142857,0.00123819842129701,12759,38666,0.0358074490213783,0.903532906460819,0.00379839298758218,-5,477000,132,282,44,708,0,2,1,0.119543229210611,0.0768441120398885,53
"TUCSON",1998,"AZ01003","Arizona",10,467677,1,2002,0,3,36,5,45,364,12999,5704,55357,33,66,6526,417,11757,0.773643092105263,0.212385064219521,0.09,0.6875,0.181318681318681,0.502038618355258,0.0625,0.000845503458877786,12111,41393,0.0359779981460217,0.902908336263471,0.00227391988805317,-4,477000,132,308,52,666,0,3,1,0.118536938955732,0.0731065918653576,47
"TUCSON",1999,"AZ01003","Arizona",10,471286,1,2002,0,4,31,10,36,245,12436,4839,52073,30,37,5853,349,10550,0.797090961719372,0.202600195878862,0.11231884057971,0.75,0.151020408163265,0.470649726600193,0.1,0.000642880102860816,11216,44060,0.0360149836229725,0.902170936355795,0.0030902348578492,-3,477000,65,156,16,391.514,1,0,1,0.110646189362722,0.0721223393263071,38
"TUCSON",2000,"AZ01003","Arizona",10,486699,1,2002,0,1,17,5,60,355,12439,5913,54282,35,42,5667,411,10248,0.814244201042007,0.188791864706533,0.0456989247311828,0.573770491803279,0.11830985915493,0.455583246241659,0.0163934426229508,0.000562429696287964,10803,47354,0.0360502952826664,0.901527267241715,0.00168833361472227,-2,477000,88,131,19,448.1805,0,1,1,0.111621351184202,0.069507864028412,61
"TUCSON",2001,"AZ01003","Arizona",10,503461,1,2002,0,5,15,13,42,321,13405,7164,60402,24,42,6107,501,11363,0.802886497064579,0.188122909837423,0.0446428571428571,0.51063829787234,0.130841121495327,0.455576277508392,0.106382978723404,0.000819916517590936,12087,49233,0.0362914124531327,0.90093699970661,0.00292275574112735,-1,477000,55,144,21,418.3018,0,2,1,0.120092718204588,0.0699329983249581,44
"TUCSON",2002,"AZ01003","Arizona",10,517607,1,2002,1,9,8,4,47,338,13924,6206,61123,32,32,5888,377,11708,0.81258945655613,0.191548189715819,0.023121387283237,0.571428571428571,0.0946745562130177,0.422866992243608,0.160714285714286,0.000574217628481194,12439,53934,0.0366624868369223,0.899923363517648,0.00128741551335694,0,477000,96,150,18,459.5138,0,3,1,0.118164939809547,0.0607476635514019,49
"TUCSON",2003,"AZ01003","Arizona",10,514618,1,2002,1,4,5,1,47,330,13450,6359,62606,27,33,5440,425,11416,0.816772673022012,0.18234673992908,0.0149253731343284,0.529411764705882,0.1,0.404460966542751,0.0784313725490196,0.000371609067261241,12128,54063,0.0370306794938099,0.898969081298499,0.000942655145326002,1,477000,77,134,17,461.5744,1,0,1,0.121717468102554,0.0668344079257745,50
"TUCSON",2004,"AZ01003","Arizona",10,522487,1,2002,1,4,4,6,55,387,13730,6338,62768,26,28,5291,510,11177,0.82447040428187,0.178068442518481,0.010230179028133,0.440677966101695,0.0723514211886305,0.385360524399126,0.0677966101694915,0.000582326393943806,11675,54838,0.0376675082435212,0.897544420864901,0.00110323089046493,2,477000,88,133,16,465.6956,0,1,1,0.120184808425856,0.0804670242978858,55
"TUCSON",2005,"AZ01003","Arizona",10,529447,1,2002,1,6,1,0,55,378,13778,6527,47196,30,42,5282,467,10512,0.83398404605515,0.222730739893211,0.00263852242744063,0.491803278688525,0.111111111111111,0.383364784438961,0.0983606557377049,0.000435287289611143,10843,54470,0.0380596582376529,0.896188764944857,0,3,477000,74,156,25,531.6348,0,2,1,0.0891741760742813,0.0715489505132526,56
"TUCSON",2006,"AZ01003","Arizona",10,535232,1,2002,1,5,4,37,51,294,13415,7376,27933,35,39,4980,587,6272,0.828626465661642,0.2245372856478,0.0134228187919463,0.625,0.13265306122449,0.371226239284383,0.0892857142857143,0.00223131275567125,10231,49469,0.0390678258872784,0.894534297368586,0.00619779035300458,4,477000,79,167,18,549.1499,0,3,1,0.0523941019968911,0.0795824295010846,52
"TUCSON",2007,"AZ01003","Arizona",10,523299,1,2002,1,4,9,29,49,277,13163,6767,26477,35,33,4897,518,6066,0.831439423789185,0.229104505797485,0.0314685314685315,0.660377358490566,0.11913357400722,0.372027653270531,0.0754716981132075,0.00144135942952511,10695,52754,0.039936062163792,0.892833885046353,0.00573023802527182,5,477000,76,147,20,477.0289,1,0,1,0.050762565951779,0.076547953302793,51
"TUCSON",2008,"AZ01003","Arizona",10,528917,1,2002,1,10,2,6,65,246,13358,5808,26088,38,28,4809,373,5800,0.826604479424768,0.222324440355719,0.00806451612903226,0.506666666666667,0.113821138211382,0.360008983380746,0.133333333333333,0.000822799012641185,10707,51042,0.0408077804155125,0.891006666495071,0.00189035916824197,6,477000,101,146,13,428.6048,0,1,1,0.0494141802967195,0.0642217630853995,68
"TUCSON",2009,"AZ01003","Arizona",10,547981,1,2002,1,9,0,14,35,204,12705,3564,22817,22,34,4941,235,5847,0.837229744317306,0.256256300127098,0,0.5,0.166666666666667,0.388902007083825,0.204545454545455,0.00110071546505228,10555,54291,0.0414416800309954,0.889823983207537,0.00446927374301676,7,477000,70,171,10,467.7562,0,2,1,0.0417204246132621,0.0659371492704826,36
"TUCSON",2010,"AZ01003","Arizona",10,520116,1,2002,1,8,2,2,51,158,12032,3433,21765,33,20,4658,185,5435,0.828870721348352,0.249712841718355,0.0125,0.559322033898305,0.126582278481013,0.387134308510638,0.135593220338983,0.000664451827242525,10194,49375,0.0418534966988764,0.889324257758273,0.0014543339150669,8,477000,80,177,32,477.0289,0,3,1,0.0418945004575902,0.0538887270608797,52
"TUCSON",2011,"AZ01003","Arizona",10,527479,1,2002,1,8,0,3,51,204,11450,2746,20594,33,21,4265,118,5015,0.82593085106383,0.243517529377489,0,0.559322033898305,0.102941176470588,0.372489082969432,0.135593220338983,0.000261940103029774,9163,43477,0.0456460468058191,0.874115117014548,0.00109130592942888,9,477000,79,178,17,465.6956,1,0,1,0.0390783329762891,0.0429715950473416,52
"TUCSON",2013,"AZ01003","Arizona",10,525486,1,2002,1,7,3,6,47,216,10606,2190,46458,29,8,3448,113,7544,0.776462631044978,0.162383227861725,0.0136986301369863,0.537037037037037,0.037037037037037,0.325099000565717,0.12962962962963,0.00310179528151142,9254,32144,0.0468533640599168,0.870648765091929,0.00273224043715847,11,477000,72,184,11,580.0589,0,1,1,0.0886113045828053,0.0515981735159817,47
"OAKLAND",1990,"CA00109","California",1,372242,1,2007,0,12,100,287,146,517,8957,7173,47603,85,271,4727,1168,10884,0.824509484774052,0.228641052034536,0.162074554294976,0.537974683544304,0.524177949709865,0.527743664173272,0.0759493670886076,0.0213068181818182,11860,55722,0.189211784719553,0.645858949015669,0.0494301616750596,-17,653000,194,140,14,342,1,0,0,0.130681116048162,0.162832845392444,149
"OAKLAND",1991,"CA00109","California",1,379995,1,2007,0,12,35,224,149,460,12211,7281,53578,79,222,5099,1036,10626,0.821854897809625,0.198327671805592,0.0707070707070707,0.490683229813665,0.482608695652174,0.417574318237655,0.0745341614906832,0.0155594969364721,10939,50466,0.187161131643033,0.640176315827394,0.0371594816186194,-16,653000,211,144,NA,392,0,1,0,0.143038724193739,0.142288147232523,150
