index,Institution,,stateab,control,region,hbcu,ugds_women,ugds_black,npt4,tuitionfee_in,tuitionfee_out,avgfacsal,pftfac
595,Southwest Minnesota State University,,MN,1,4,0,0.5885,0.0653,14435,8612,8612,9309,0.4609
596,Winona State University,,MN,1,4,0,0.6388,0.0305,17399,9425,15348,9116,0.6509
597,Alcorn State University,,MS,1,5,1,0.641,0.9137,14352,7084,7084,6796,0.7709
598,Belhaven University,,MS,2,5,0,0.655,0.4176,18460,25300,25300,4870,1
599,Blue Mountain College,,MS,2,5,0,0.5291,0.1068,12120,12584,12584,5236,0.6842
600,Delta State University,,MS,1,5,0,0.5646,0.312,12914,7246,7246,6490,0.6
601,Jackson State University,,MS,1,5,1,0.6422,0.9197,13492,8051,19279,7260,0.6814
602,Millsaps College,,MS,2,5,0,0.5195,0.2018,23390,39910,39910,8205,0.7913
603,University of Mississippi,,MS,1,5,0,0.5646,0.1233,13857,8660,24614,9217,0.8396
604,Mississippi University for Women,,MS,1,5,0,0.8166,0.3895,11152,6940,6940,6212,0.674
605,Mississippi Valley State University,,MS,1,5,1,0.572,0.8969,15874,6550,6550,5798,0.6389
606,Mississippi College,,MS,2,5,0,0.6324,0.1973,17192,18026,18026,7603,0.5335
607,Mississippi State University,,MS,1,5,0,0.4997,0.1906,16830,8650,23250,8789,0.8598
608,Rust College,,MS,2,5,1,0.5898,0.9362,10364,9900,9900,4567,0.9149
609,University of Southern Mississippi,,MS,1,5,0,0.6312,0.2881,14126,8624,10624,7711,0.9848
610,Tougaloo College,,MS,2,5,1,0.6857,0.9764,14262,10600,10600,4755,0.7407
611,William Carey University,,MS,2,5,0,0.6468,0.2854,18905,12600,12600,6419,0.4631
612,Avila University,,MO,2,4,0,0.5903,0.2259,19174,19900,19900,6426,0.3581
613,Central Methodist University-College of Liberal Arts and Sciences,,MO,2,4,0,0.5301,0.0915,19764,24420,24420,6323,1
614,University of Central Missouri,,MO,1,4,0,0.5476,0.1033,13384,7673,14442,7319,1
615,Columbia College,,MO,2,4,0,0.568,0.2279,24148,22704,22704,7852,1
616,Culver-Stockton College,,MO,2,4,0,0.4882,0.1333,20231,26680,26680,5828,0.55
617,Drury University,,MO,2,4,0,0.5747,0.0296,18595,28515,28515,6629,1
618,Evangel University,,MO,2,4,0,0.5581,0.0404,22289,23421,23421,6548,0.5438
619,Fontbonne University,,MO,2,4,0,0.6084,0.1635,21406,26340,26340,6930,0.3838
620,Hannibal-LaGrange University,,MO,2,4,0,0.5968,0.0458,21189,22750,22750,4730,1
621,Harris-Stowe State University,,MO,1,4,1,0.6659,0.8239,11256,5388,10020,3864,0.2157
622,Lincoln University,,MO,1,4,1,0.5913,0.573,11252,7632,14172,5788,0.7059
623,Lindenwood University,,MO,2,4,0,0.5393,0.1322,18264,17600,17600,7552,1
624,Maryville University of Saint Louis,,MO,2,4,0,0.6564,0.0986,25045,28470,28470,8278,0.1893
625,Missouri Baptist University,,MO,2,4,0,0.5908,0.1238,20708,27124,27124,5998,0.2291
626,Missouri Southern State University,,MO,1,4,0,0.6105,0.0648,9635,6503,13005,5857,0.912
627,Missouri Valley College,,MO,2,4,0,0.4104,0.1819,19055,20600,20600,4462,0.6181
628,Missouri Western State University,,MO,1,4,0,0.6038,0.1112,10607,7960,13835,6791,0.609
629,University of Missouri-Columbia,,MO,1,4,0,0.5247,0.0765,18480,9972,27042,9636,0.7199
630,University of Missouri-Kansas City,,MO,1,4,0,0.5706,0.12,14273,8178,20207,9041,0.6512
631,Missouri University of Science and Technology,,MO,1,4,0,0.2386,0.0302,14205,9440,26461,10628,0.7733
632,University of Missouri-St Louis,,MO,1,4,0,0.5436,0.1676,10880,9792,26040,8675,0.5506
633,Truman State University,,MO,1,4,0,0.5891,0.0408,12119,7749,14601,7296,0.8776
634,Northwest Missouri State University,,MO,1,4,0,0.5679,0.0564,12207,7844,13166,7153,0.8125
635,College of the Ozarks,,MO,2,4,0,0.5536,0.0058,9380,19360,19360,7302,0.7176
636,Park University,,MO,2,4,0,0.448,0.1951,16185,11572,11572,6731,0.1146
637,Rockhurst University,,MO,2,4,0,0.5826,0.0602,21973,37590,37590,7257,0.5696
638,Saint Louis University,,MO,2,4,0,0.6023,0.0559,27861,43884,43884,10385,0.6275
639,Southwest Baptist University,,MO,2,4,0,0.6486,0.0508,16532,24078,24078,5801,0.484
640,Stephens College,,MO,2,4,0,0.9945,0.1423,23231,30950,30950,6797,0.8776
641,Southeast Missouri State University,,MO,1,4,0,0.5797,0.0924,13113,7418,13155,7066,1
642,Missouri State University-Springfield,,MO,1,4,0,0.5803,0.0452,16526,7376,15326,7426,0.6805
643,Washington University in St Louis,,MO,2,4,0,0.5319,0.0901,27427,53399,53399,14960,0.6838
644,Webster University,,MO,2,4,0,0.5494,0.1518,22206,27900,27900,8686,1
645,Westminster College,,MO,2,4,0,0.4438,0.0772,21674,27600,27600,6533,0.6512
646,William Jewell College,,MO,2,4,0,0.5467,0.0498,22556,34400,34400,6752,0.5645
647,William Woods University,,MO,2,4,0,0.7278,0.0394,21098,24110,24110,5314,0.251
648,Carroll College,,MT,2,7,0,0.5826,0.0066,25674,35486,35486,6436,0.6214
649,Montana State University Billings,,MT,1,7,0,0.6434,0.0111,14005,5928,19246,6502,0.5163
650,University of Providence,,MT,2,7,0,0.661,0.0445,20355,25168,25168,5795,0.5588
651,Montana Technological University,,MT,1,7,0,0.3489,0.0114,13886,7412,22575,7534,0.7685
652,Montana State University,,MT,1,7,0,0.4579,0.0054,18036,7277,24993,8875,0.6125
653,The University of Montana,,MT,1,7,0,0.5543,0.0104,15353,7244,24959,7817,0.6968
654,Montana State University-Northern,,MT,1,7,0,0.4351,0.0216,13024,5955,18665,5409,1
655,Rocky Mountain College,,MT,2,7,0,0.4926,0.0296,17874,28572,28572,6500,0.8987
656,The University of Montana-Western,,MT,1,7,0,0.6275,0.0084,12907,5717,17179,6511,0.703
657,Bellevue University,,NE,2,4,0,0.5335,0.1178,12055,7827,7827,5651,0.1276
658,Chadron State College,,NE,1,4,0,0.5697,0.0354,14234,7384,7414,7263,1
659,Concordia University-Nebraska,,NE,2,4,0,0.5292,0.0213,20331,32220,32220,4805,0.9859
660,Creighton University,,NE,2,4,0,0.5725,0.0234,29994,39916,39916,9645,0.6531
661,Doane University,,NE,2,4,0,0.4471,0.0279,24555,33800,33800,6840,0.635
662,Hastings College,,NE,2,4,0,0.501,0.0478,22107,30050,30050,6570,1
663,University of Nebraska at Kearney,,NE,1,4,0,0.5894,0.0229,16603,7512,13742,7561,0.7215
664,Midland University,,NE,2,4,0,0.462,0.066,22506,32598,32598,6006,1
665,University of Nebraska at Omaha,,NE,1,4,0,0.5303,0.0638,13511,7790,20764,8377,0.4954
666,Nebraska Wesleyan University,,NE,2,4,0,0.5992,0.0294,23259,34202,34202,6778,0.3549
667,University of Nebraska-Lincoln,,NE,1,4,0,0.4713,0.027,18086,9242,25038,10936,0.9465
668,Peru State College,,NE,1,4,0,0.5816,0.0899,14823,7512,7512,6932,1
669,College of Saint Mary,,NE,2,4,0,1,0.0827,14725,20350,20350,6610,0.973
670,Union College,,NE,2,4,0,0.592,0.079,22595,23780,23780,5664,0.9437
671,Wayne State College,,NE,1,4,0,0.5617,0.0374,13454,7172,12602,7397,0.5198
672,York College,,NE,2,4,0,0.4773,0.1237,16107,19310,19310,5187,0.5614
673,University of Nevada-Las Vegas,,NV,1,8,0,0.565,0.0764,10551,7985,23132,10778,0.9581
674,University of Nevada-Reno,,NV,1,8,0,0.5227,0.0324,14122,7599,22236,10193,0.9508
675,Sierra Nevada College,,NV,2,8,0,0.461,0.0353,24737,34241,34241,5379,0.2278
676,Colby-Sawyer College,,NH,2,1,0,0.6921,0.0541,26950,42398,42398,7196,1
677,Dartmouth College,,NH,2,1,0,0.4914,0.0603,31449,55453,55453,15278,0.7969
678,Franklin Pierce University,,NH,2,1,0,0.5482,0.083,30134,36900,36900,5894,0.2827
679,Magdalen College,,NH,2,1,0,0.5513,0,9930,24000,24000,4817,0.3125
680,New England College,,NH,2,1,0,0.5778,0.2417,27674,37914,37914,6561,0.267
681,Southern New Hampshire University,,NH,2,1,0,0.6444,0.1609,40334,31136,31136,8058,1
682,University of New Hampshire-Main Campus,,NH,1,1,0,0.5473,0.0111,22909,18499,33879,11893,0.6672
683,Keene State College,,NH,1,1,0,0.5509,0.0167,18192,14212,23176,9266,0.5
684,Plymouth State University,,NH,1,1,0,0.5011,0.0249,20876,14099,22769,8601,0.4873
685,Rivier University,,NH,2,1,0,0.7951,0.0363,25490,32140,32140,7350,0.2689
686,Saint Anselm College,,NH,2,1,0,0.6071,0.0169,32023,41200,41200,8902,0.6889
687,Granite State College,,NH,1,1,0,0.7027,0.0301,13604,7761,8745,5276,0.092
688,Thomas More College of Liberal Arts,,NH,2,1,0,0.5778,0,16226,21600,21600,5888,1
689,Bloomfield College,,NJ,2,2,0,0.6241,0.4892,20951,29950,29950,8606,1
690,Caldwell University,,NJ,2,2,0,0.6634,0.1372,22967,34715,34715,7941,1
691,Centenary University,,NJ,2,2,0,0.639,0.1249,20117,32998,32998,7474,1
692,Drew University,,NJ,2,2,0,0.5961,0.0739,26359,39800,39800,9035,0.6098
693,Fairleigh Dickinson University-Metropolitan Campus,,NJ,2,2,0,0.5738,0.0986,13339,40732,40732,9215,0.2669
694,Felician University,,NJ,2,2,0,0.705,0.2072,17362,34320,34320,6623,0.4028
695,Georgian Court University,,NJ,2,2,0,0.7332,0.0991,22344,32976,32976,8466,0.3427
696,Rowan University,,NJ,1,2,0,0.4494,0.0998,25529,13697,22339,8693,0.4923
697,New Jersey City University,,NJ,1,2,0,0.5916,0.233,12841,12052,21574,10544,1
698,Kean University,,NJ,1,2,0,0.5975,0.2064,18547,12348,19383,8636,0.2621
699,Monmouth University,,NJ,2,2,0,0.5754,0.0477,29632,38138,38138,9090,1
700,Montclair State University,,NJ,1,2,0,0.6087,0.1348,19949,12790,20578,10177,0.3515
701,New Jersey Institute of Technology,,NJ,1,2,0,0.2288,0.0795,18696,17338,32750,12544,0.5578
702,Princeton University,,NJ,2,2,0,0.4893,0.0779,9749,50340,50340,20185,0.8436
703,Ramapo College of New Jersey,,NJ,1,2,0,0.5466,0.0538,20216,14374,23715,10507,1
704,Rider University,,NJ,2,2,0,0.5778,0.13,28387,42860,42860,11079,0.4351
705,Rutgers University-New Brunswick,,NJ,1,2,0,0.5038,0.0694,20623,14974,31282,11843,0.5485
706,Saint Peter's University,,NJ,2,2,0,0.6354,0.2122,12412,37486,37486,8696,0.3383
707,Seton Hall University,,NJ,2,2,0,0.5347,0.0796,28903,42170,42170,9807,0.9353
708,College of Saint Elizabeth,,NJ,2,2,0,0.755,0.3409,19575,33596,33596,7096,0.288
709,Stevens Institute of Technology,,NJ,2,2,0,0.2936,0.0219,37598,52202,52202,13258,1
710,Stockton University,,NJ,1,2,0,0.5831,0.0838,20399,13739,20866,9478,0.5135
711,The College of New Jersey,,NJ,1,2,0,0.5744,0.0601,27026,16551,28266,10414,0.4394
712,William Paterson University of New Jersey,,NJ,1,2,0,0.5522,0.1855,16259,13060,21260,11200,0.8682
713,Eastern New Mexico University-Main Campus,,NM,1,6,0,0.5805,0.0598,10325,6326,8247,6959,0.6729
714,New Mexico Highlands University,,NM,1,6,0,0.6271,0.0568,10072,6150,10302,6473,0.9026
715,New Mexico Institute of Mining and Technology,,NM,1,6,0,0.2776,0.0158,14236,7770,22268,8435,0.6147
716,University of New Mexico-Main Campus,,NM,1,6,0,0.562,0.0241,14329,7633,22586,9057,0.7043
717,New Mexico State University-Main Campus,,NM,1,6,0,0.5501,0.0249,7867,6686,21770,8707,0.742
718,University of the Southwest,,NM,2,6,0,0.3822,0.1394,16748,16200,16200,5487,1
719,Western New Mexico University,,NM,1,6,0,0.6582,0.0708,13178,6066,13539,6018,0.4306
720,Adelphi University,,NY,2,2,0,0.6872,0.088,29004,38740,38740,12371,0.3284
721,Alfred University,,NY,2,2,0,0.489,0.1138,19289,29188,29188,6490,0.7931
722,Bard College,,NY,2,2,0,0.59,0.0652,25885,54680,54680,11235,0.5818
723,Barnard College,,NY,2,2,0,1,0.0575,29184,55032,55032,13839,0.6751
724,Boricua College,,NY,2,2,0,0.8044,0.1956,17158,11025,11025,4368,0.4255
725,Canisius College,,NY,2,2,0,0.4838,0.0895,20103,28488,28488,8290,0.4118
726,Cazenovia College,,NY,2,2,0,0.7384,0.1192,39992,34630,34630,7047,1
727,Clarkson University,,NY,2,2,0,0.3094,0.0245,30485,49444,49444,10833,0.7283
728,Colgate University,,NY,2,2,0,0.5521,0.046,26041,55870,55870,11806,0.9451
729,Metropolitan College of New York,,NY,2,2,0,0.7073,0.5294,22022,19454,19454,6944,0.0943
730,Columbia University in the City of New York,,NY,2,2,0,0.4688,0.0699,22637,59430,59430,18763,0.4708
731,Concordia College-New York,,NY,2,2,0,0.7829,0.124,16429,32900,32900,6879,1
732,Cooper Union for the Advancement of Science and Art,,NY,2,2,0,0.3882,0.0343,15524,46700,46700,12601,0.1812
733,Cornell University,,NY,2,2,0,0.5293,0.0687,30494,55188,55188,15156,0.9018
734,CUNY Bernard M Baruch College,,NY,1,2,0,0.4756,0.0864,2981,7262,14932,13295,0.4482
735,CUNY Brooklyn College,,NY,1,2,0,0.5661,0.1971,3000,7240,14910,11455,0.3942
736,College of Staten Island CUNY,,NY,1,2,0,0.5375,0.1452,6217,7290,14960,11023,0.3514
737,CUNY City College,,NY,1,2,0,0.5177,0.15,3744,7140,14810,12469,0.3936
738,CUNY Hunter College,,NY,1,2,0,0.6504,0.0944,2796,7182,14852,12004,0.3118
739,CUNY John Jay College of Criminal Justice,,NY,1,2,0,0.5892,0.1611,3737,7270,14940,11182,0.3356
740,CUNY Lehman College,,NY,1,2,0,0.6759,0.2593,2910,7210,14880,10664,0.3654
741,CUNY Queens College,,NY,1,2,0,0.5372,0.0864,3817,7338,15008,11170,0.3834
742,CUNY York College,,NY,1,2,0,0.6542,0.3772,4434,7158,14828,10633,0.3257
743,D'Youville College,,NY,2,2,0,0.7383,0.0994,20345,26750,26750,6973,0.5588
744,Daemen College,,NY,2,2,0,0.7027,0.0981,19744,28580,28580,6709,0.5343
745,Dominican College of Blauvelt,,NY,2,2,0,0.6602,0.164,19424,29000,29000,8455,0.3562
746,Elmira College,,NY,2,2,0,0.6785,0.0457,23683,41900,41900,5575,0.5478
747,Fordham University,,NY,2,2,0,0.5695,0.0401,36301,52687,52687,13782,1
748,Hamilton College,,NY,2,2,0,0.5264,0.0427,25160,54620,54620,12392,0.8702
749,Hartwick College,,NY,2,2,0,0.5863,0.0987,23564,45510,45510,7864,1
750,Hilbert College,,NY,2,2,0,0.5572,0.0497,15188,22350,22350,5958,0.3645
751,Hobart William Smith Colleges,,NY,2,2,0,0.5168,0.0648,32994,55255,55255,9502,0.8548
752,Hofstra University,,NY,2,2,0,0.5549,0.0893,32435,45700,45700,13502,0.4226
753,Houghton College,,NY,2,2,0,0.5933,0.0622,23170,32488,32488,6275,0.5357
754,Iona College,,NY,2,2,0,0.5008,0.1131,28754,38812,38812,9807,0.5373
755,Ithaca College,,NY,2,2,0,0.57,0.0571,33164,43978,43978,8984,0.7379
756,Keuka College,,NY,2,2,0,0.7403,0.0652,25359,32044,32044,6350,1
757,Le Moyne College,,NY,2,2,0,0.5942,0.0587,22715,34625,34625,9020,0.51
758,Long Island University,,NY,2,2,0,0.6726,0.1547,24832,37763,37763,11669,0.4715
759,Manhattan College,,NY,2,2,0,0.4472,0.0567,28845,42608,42608,11176,0.5294
760,Manhattanville College,,NY,2,2,0,0.6028,0.099,22563,38820,38820,8868,0.304
761,Marist College,,NY,2,2,0,0.5785,0.0426,36170,39600,39600,9574,0.4086
762,Marymount Manhattan College,,NY,2,2,0,0.7844,0.095,37254,33778,33778,9070,0.246
763,Medaille College,,NY,2,2,0,0.7275,0.196,11352,29500,29500,5629,0.1922
764,Mercy College,,NY,2,2,0,0.6567,0.224,13774,19042,19042,9049,0.2616
765,Molloy College,,NY,2,2,0,0.7292,0.0945,28977,31490,31490,11043,0.2793
766,Mount Saint Mary College,,NY,2,2,0,0.7104,0.0701,24321,31118,31118,8752,0.3333
767,College of Mount Saint Vincent,,NY,2,2,0,0.7061,0.1577,18296,38180,38180,8624,0.3498
768,Nazareth College,,NY,2,2,0,0.7447,0.0546,29340,34505,34505,8272,0.4397
769,The New School,,NY,2,2,0,0.7498,0.052,42812,49064,49064,11585,0.1784
770,New York University,,NY,2,2,0,0.5747,0.0716,42397,51828,51828,14056,0.999
771,Niagara University,,NY,2,2,0,0.6293,0.0458,19290,33180,33180,8688,1
772,New York Institute of Technology,,NY,2,2,0,0.3814,0.0969,21203,36890,36890,12095,0.29
773,Nyack College,,NY,2,2,0,0.5643,0.2859,20151,25350,25350,6683,0.3396
774,Pace University,,NY,2,2,0,0.6131,0.1057,29883,45280,45280,12267,1
775,Paul Smiths College of Arts and Science,,NY,2,2,0,0.323,0.0338,26483,28452,28452,5532,0.6842
776,Rensselaer Polytechnic Institute,,NY,2,2,0,0.3178,0.0402,36159,53880,53880,12554,0.8838
777,Roberts Wesleyan College,,NY,2,2,0,0.7065,0.0843,23721,31568,31568,6536,0.9304
778,Rochester Institute of Technology,,NY,2,2,0,0.3267,0.0449,30068,42345,42345,10453,0.7117
779,University of Rochester,,NY,2,2,0,0.4931,0.0491,29373,53909,53909,12762,0.9336
780,The Sage Colleges,,NY,2,2,0,0.7893,0.1127,20706,30857,30857,6340,0.8652
781,St Bonaventure University,,NY,2,2,0,0.4647,0.0555,23099,34331,34331,6433,0.6545
782,St Francis College,,NY,2,2,0,0.606,0.1905,26266,26188,26188,8965,0.2486
783,St Lawrence University,,NY,2,2,0,0.5503,0.0337,27494,54846,54846,9504,0.7969
784,The College of Saint Rose,,NY,2,2,0,0.6683,0.1693,22209,32574,32574,7932,0.5463
785,St. Thomas Aquinas College,,NY,2,2,0,0.4754,0.1068,20827,31950,31950,9000,0.3716
786,Sarah Lawrence College,,NY,2,2,0,0.7319,0.0475,37322,55900,55900,10182,0.3802
787,Siena College,,NY,2,2,0,0.5557,0.0351,27470,36975,36975,8645,0.6361
788,Skidmore College,,NY,2,2,0,0.6124,0.0512,27433,54420,54420,9898,0.8149
789,St. Joseph's College-New York,,NY,2,2,0,0.6852,0.2316,16769,27830,27830,8918,1
790,Saint John Fisher College,,NY,2,2,0,0.5858,0.0389,27299,34310,34310,9390,1
791,St John's University-New York,,NY,2,2,0,0.5719,0.1604,25792,41760,41760,12545,0.4338
792,SUNY College of Agriculture and Technology at Cobleskill,,NY,1,2,0,0.5285,0.1107,15373,8654,18434,6576,0.5955
793,Farmingdale State College,,NY,1,2,0,0.4288,0.0944,9268,8306,18086,8333,0.3175
794,SUNY at Albany,,NY,1,2,0,0.5089,0.1918,17298,10011,26851,9678,0.5967
795,Binghamton University,,NY,1,2,0,0.4959,0.0515,18958,9808,26648,9779,0.7128
796,University at Buffalo,,NY,1,2,0,0.435,0.0795,17090,10099,27769,10636,0.639
797,Stony Brook University,,NY,1,2,0,0.4834,0.0711,14893,9625,27295,12058,0.6279
798,SUNY College of Environmental Science and Forestry,,NY,1,2,0,0.4728,0.0148,19341,8874,18654,8738,0.7033
799,SUNY Polytechnic Institute,,NY,1,2,0,0.316,0.0651,12761,8238,18018,9553,0.4966
800,SUNY College at Brockport,,NY,1,2,0,0.5695,0.1116,15837,8412,18192,7575,0.5696
801,SUNY Buffalo State,,NY,1,2,0,0.5666,0.3371,12766,8210,17990,7889,0.4374
802,SUNY Cortland,,NY,1,2,0,0.5654,0.0599,18591,8536,18316,6787,0.5687
803,SUNY at Fredonia,,NY,1,2,0,0.5727,0.0879,15139,8488,18268,7056,0.5882
804,SUNY College at Geneseo,,NY,1,2,0,0.6131,0.0299,19403,8651,18431,7564,0.6835
805,State University of New York at New Paltz,,NY,1,2,0,0.6143,0.0569,17111,8254,18034,7282,0.5425
806,SUNY Oneonta,,NY,1,2,0,0.6155,0.049,16853,8421,17871,6879,0.5903
807,SUNY College at Oswego,,NY,1,2,0,0.4988,0.0996,15575,8440,18220,7086,0.6365
808,SUNY College at Potsdam,,NY,1,2,0,0.5984,0.1287,14131,8462,18242,6483,0.7195
809,SUNY at Purchase College,,NY,1,2,0,0.5847,0.121,18376,8698,18478,7555,0.3823
810,SUNY College at Old Westbury,,NY,1,2,0,0.5976,0.2891,11144,8143,17923,8692,0.4413
811,SUNY College at Plattsburgh,,NY,1,2,0,0.5686,0.0916,14393,8369,18149,7147,0.6152
812,SUNY Empire State College,,NY,1,2,0,0.6236,0.1656,13412,7405,17185,7274,0.1979
813,SUNY Maritime College,,NY,1,2,0,0.1233,0.0493,20006,8283,18063,7612,0.6389
814,Syracuse University,,NY,2,2,0,0.5406,0.0653,34472,51853,51853,11808,0.6617
815,Touro College,,NY,2,2,0,0.7036,0.135,18520,19870,19870,7833,0.4022
816,Union College,,NY,2,2,0,0.4606,0.0385,35005,55290,55290,11755,0.8708
817,Utica College,,NY,2,2,0,0.5933,0.1038,23251,21382,21382,8247,0.3354
818,Vassar College,,NY,2,2,0,0.5874,0.0406,27808,56960,56960,12143,0.8392
819,Wagner College,,NY,2,2,0,0.6455,0.0753,29417,47090,47090,8375,0.982
820,Wells College,,NY,2,2,0,0.635,0.1533,19878,40700,40700,7012,0.7213
821,Yeshiva University,,NY,2,2,0,0.475,0,36414,43500,43500,12178,0.4852
822,Appalachian State University,,NC,1,5,0,0.5616,0.0348,14018,7364,22171,8281,0.7725
823,Barton College,,NC,2,5,0,0.6228,0.2041,23240,30880,30880,6151,0.9873
824,Belmont Abbey College,,NC,2,5,0,0.4963,0.1349,22101,18500,18500,4901,0.6102
825,Bennett College,,NC,2,5,1,1,0.8614,18772,18513,18513,4752,0.6094
826,Brevard College,,NC,2,5,0,0.4327,0.1246,21716,28640,28640,5039,1
827,Campbell University,,NC,2,5,0,0.5218,0.1531,21434,32500,32500,8642,0.4613
828,Catawba College,,NC,2,5,0,0.5323,0.2112,18569,30520,30520,6957,0.6378
829,Chowan University,,NC,2,5,0,0.5136,0.6564,17395,24980,24980,7060,1
830,Davidson College,,NC,2,5,0,0.4812,0.0691,22109,51447,51447,11547,0.9509
831,Duke University,,NC,2,5,0,0.5017,0.1014,23442,55695,55695,16170,0.9252
832,East Carolina University,,NC,1,5,0,0.5645,0.1572,16506,7188,23465,8629,0.7827
833,Elizabeth City State University,,NC,1,5,1,0.5776,0.7141,3232,3194,7194,7552,0.8636
834,Elon University,,NC,2,5,0,0.598,0.0557,35160,35319,35319,9270,0.7584
835,Fayetteville State University,,NC,1,5,1,0.6865,0.6153,5858,5249,16857,8484,0.8779
836,Gardner-Webb University,,NC,2,5,0,0.6463,0.1418,19815,32000,32000,6934,0.9846
837,Greensboro College,,NC,2,5,0,0.4649,0.2583,21106,29140,29140,6177,1
838,Guilford College,,NC,2,5,0,0.5219,0.256,23758,37120,37120,5965,0.5525
839,High Point University,,NC,2,5,0,0.5738,0.0498,38877,35118,35118,7635,1
840,Johnson C Smith University,,NC,2,5,1,0.6095,0.8459,20019,18236,18236,6405,0.5549
841,Lees-McRae College,,NC,2,5,0,0.6544,0.0798,21232,25878,25878,5190,0.4874
842,Lenoir-Rhyne University,,NC,2,5,0,0.6027,0.1136,19976,36400,36400,7716,0.9139
843,Livingstone College,,NC,2,5,1,0.5026,0.8267,17222,18296,18296,5131,0.9079
844,Mars Hill University,,NC,2,5,0,0.5372,0.192,16053,32968,32968,5228,0.9906
845,Meredith College,,NC,2,5,0,1,0.0825,24366,37176,37176,7433,1
846,Methodist University,,NC,2,5,0,0.4792,0.1688,31430,33852,33852,7261,0.5701
847,Montreat College,,NC,2,5,0,0.493,0.1485,21275,26920,26920,5355,0.2426
848,University of Mount Olive,,NC,2,5,0,0.64,0.2787,16136,20600,20600,7278,1
849,North Carolina A & T State University,,NC,1,5,1,0.5702,0.8198,10046,6612,19822,8722,0.6364
850,University of North Carolina at Asheville,,NC,1,5,0,0.5713,0.052,12794,7145,23868,8362,0.7103
851,University of North Carolina at Chapel Hill,,NC,1,5,0,0.5946,0.078,13918,8987,35170,12841,0.7667
852,University of North Carolina at Charlotte,,NC,1,5,0,0.4677,0.1615,16943,6853,20287,9622,0.707
853,University of North Carolina at Greensboro,,NC,1,5,0,0.6656,0.2986,12158,7331,22490,8757,0.7574
854,North Carolina Central University,,NC,1,5,1,0.6814,0.8062,13285,6464,19171,8407,0.6716
855,North Carolina State University at Raleigh,,NC,1,5,0,0.4662,0.0557,16404,9101,28444,10964,0.8771
856,North Carolina Wesleyan College,,NC,2,5,0,0.5638,0.4237,15723,30750,30750,5926,0.2195
857,University of North Carolina Wilmington,,NC,1,5,0,0.6225,0.0416,18910,7091,21156,8442,0.731
